Index,Title,ArtistID,Artist,Top Genre,Year,Length (Duration),Popularity
212,Heaven Must Be Missing An Angel - Pt. 1,1147,Tavares,adult standards,2004,394,49
214,Can't Stop,1148,Red Hot Chili Peppers,alternative rock,2002,269,80
215,Driving Home for Christmas,1149,Chris Rea,art rock,2007,240,80
218,Blauw,1150,The Scene,belgian rock,2007,236,47
219,Spicks And Specks,1151,Bee Gees,adult standards,2001,172,47
223,Leave the Light On,1152,Beth Hart,blues rock,2009,244,32
224,Ruthless Queen,1153,Kayak,dutch prog,2009,291,32
227,One,1154,Mary J. Blige,dance pop,2005,260,61
229,Mad World (Feat. Michael Andrews),1155,Gary Jules,neo mellow,2002,190,70
232,The Wall Street Shuffle,1156,10cc,album rock,2004,242,46
233,Song 2,1157,Blur,alternative rock,2000,122,64
236,Fireflies,1158,Owl City,pop,2009,228,79
238,Woman,1159,Wolfmother,alternative rock,2006,176,62
241,This Is The Life,1160,Amy Macdonald,scottish singer-songwriter,2007,184,41
242,Wicked Game,1161,Chris Isaak,mellow gold,2006,287,70
244,Not An Addict,1162,K's Choice,alternative pop,2009,288,43
249,Cambodia,1163,Kim Wilde,dance pop,2006,236,51
252,Hocus Pocus,1164,Focus,album rock,2001,403,53
256,Rain Down on Me,1165,Kane,dutch pop,2003,247,47
259,Live And Let Die - Live,1166,Paul McCartney,album rock,2003,185,60
266,Drops of Jupiter,1167,Train,dance pop,2001,260,77
268,(What A) Wonderful World,1168,Sam Cooke,adult standards,2000,125,71
269,Teardrops,1169,Womack & Womack,disco,2001,229,61
273,Ordinary People,1170,John Legend,neo mellow,2005,281,69
275,Gold,1171,Spandau Ballet,dance rock,2000,231,66
276,All Night Long (All Night) - Single Version,1172,Lionel Richie,adult standards,2003,260,64
277,Can't Stop Loving You - 2016 Remaster,1173,Phil Collins,mellow gold,2002,256,62
280,Hey Ya!,1174,OutKast,atl hip hop,2003,235,79
281,There Must Be an Angel (Playing with My Heart),1175,Eurythmics,dance pop,2005,281,40
282,Laat Me / Vivre - Lange Versie,1176,Alderliefste met Ramses Shaffy en Liesbeth List,dutch pop,2005,386,43
285,Lady Jane - (Original Single Mono Version),1177,The Rolling Stones,album rock,2004,190,34
286,La Isla Bonita,1178,Madonna,dance pop,2009,243,66
287,Go Like Elijah,1179,Chi Coltrane,alternative pop rock,2009,242,40
288,Chop Suey!,1180,System Of A Down,alternative metal,2001,210,80
289,Sorry - (Live in Tivoli),1181,Kyteman,dutch indie,2009,150,47
297,Dyna-Mite,1182,Mud,classic uk pop,2005,177,40
298,Une Belle Histoire (Een Mooi Verhaal),1183,Alderliefste,dutch pop,2008,268,38
299,Sandstorm - Radio Edit,1184,Darude,eurodance,2007,225,61
300,Right Next Door (Because Of Me),1185,Robert Cray,blues,2002,259,52
301,Hald Mich 'S Vas,1186,Neet Oét Lottum,carnaval limburg,2004,251,39
306,Stiekem Gedanst,1187,Toontje Lager,dutch rock,2008,215,53
309,Both Sides Now,1188,Joni Mitchell,canadian folk,2000,345,65
310,God Is a DJ,1189,Faithless,big beat,2005,209,57
312,Kids,1190,MGMT,alternative dance,2007,303,76
316,Superstition - Single Version,1191,Stevie Wonder,adult standards,2002,245,77
322,Stuck In The Middle With You,1192,Stealers Wheel,classic rock,2009,204,72
325,Dog Days Are Over,1193,Florence + The Machine,art pop,2009,252,69
327,Major Tom,1194,Peter Schilling,german pop,2005,274,48
331,Blue Monday - 2016 Remaster,1195,New Order,alternative rock,2005,451,73
332,Behind Blue Eyes,1196,Limp Bizkit,alternative metal,2003,270,72
334,Bird of Paradise,1197,Snowy White,blues rock,2003,281,52
335,I'm Yours,1198,Jason Mraz,acoustic pop,2008,242,82
336,Onderweg,1199,Abel,dutch rock,2000,190,59
337,Mr. Bojangles - Single Version,1200,Sammy Davis Jr.,adult standards,2002,343,56
338,Unwritten,1201,Natasha Bedingfield,dance pop,2004,259,76
341,Mia,1202,Gorki,belgian rock,2002,332,52
343,Overcome,1203,Live,alternative metal,2001,256,49
347,Unfinished Sympathy,1204,Massive Attack,big beat,2006,312,53
348,Nine Million Bicycles,1205,Katie Melua,uk pop,2005,197,61
350,It's My Life,1206,Bon Jovi,glam metal,2000,224,77
353,In Nije Dei,1207,De Kast,dutch pop,2004,296,38
355,Hallelujah,1208,Lisa Lois,dutch pop,2009,226,49
357,Sunrise,1209,Simply Red,british soul,2004,200,55
358,How You Remind Me,1210,Nickelback,alternative metal,2001,224,78
359,When You Say Nothing At All,1211,Ronan Keating,dance pop,2000,257,74
361,Belfast Child,1212,Simple Minds,art rock,2008,404,43
370,Poker Face,1213,Lady Gaga,dance pop,2008,237,69
373,Ruby,1214,Kaiser Chiefs,alternative rock,2007,203,62
374,Het Land Van,1215,Lange Frans,dutch hip hop,2005,230,49
379,Black Betty,1216,Ram Jam,album rock,2005,236,61
380,Wrong,1217,Novastar,belgian rock,2000,214,48
381,Never Be Clever,1218,Herman Brood & His Wild Romance,dutch indie,2001,183,41
384,Meer Dan Een Ander,1219,Van Dik Hout,dutch cabaret,2009,223,34
393,Farewell To The Fairground,1220,White Lies,alternative dance,2009,257,54
398,Nutbush City Limits,1221,Ike & Tina Turner,brill building pop,2008,182,56
399,Do They Know It's Christmas? - 1984 Version,1222,Band Aid,electro,2004,223,84
400,Changes,1223,2Pac,g funk,2007,269,72
401,Mag Ik Dan Bij Jou,1224,Claudia De Breij,dutch cabaret,2010,206,53
403,Love Will Tear Us Apart - 2010 Remaster,1225,Joy Division,alternative rock,2010,205,64
405,Why Tell Me Why,1226,Anita Meyer,dutch pop,2010,214,54
406,Wonderful Days,1227,Charly Lownoise,happy hardcore,2010,332,37
409,I Follow Rivers - Live @ Giel!,1228,Triggerfinger,belgian rock,2010,214,42
412,Peter Gunn Theme,1229,"Emerson, Lake & Palmer",album rock,2010,217,14
413,Alors on danse,1230,Stromae,belgian pop,2010,206,61
415,A Night Like This,1231,Caro Emerald,dutch pop,2010,226,40
417,Verdammt ich lieb dich - Remastered,1232,Matthias Reim,classic schlager,2010,220,38
419,The Promise You Made,1233,Cock Robin,dance rock,2010,227,48
421,Times Are Changing,1234,DI-RECT,dutch indie,2010,206,47
423,Just the Way You Are,1235,Bruno Mars,dance pop,2010,221,80
424,Need You Now,1236,Lady Antebellum,contemporary country,2010,236,53
425,Man Down,1237,Rihanna,barbadian pop,2010,267,59
427,You Got It,1238,Roy Orbison,adult standards,2010,204,44
430,Have You Ever Been Mellow,1239,Party Animals,gabba,2010,188,47
432,Riverside,1240,Agnes Obel,chamber pop,2010,231,48
433,Hold On Tight,1241,Solomon Burke,brill building pop,2010,324,38
436,Rainbow In The Sky - K & A's Radio Blast,1242,DJ Paul Elstak,gabba,2011,213,60
437,Levels,1243,Avicii,big room,2011,339,58
438,Somebody That I Used To Know,1244,Gotye,australian pop,2011,245,76
442,Still Loving You,1245,Scorpions,album rock,2011,403,72
443,Little Black Submarines,1246,The Black Keys,alternative rock,2011,251,65
445,The A Team,1247,Ed Sheeran,pop,2011,258,76
449,Titanium (feat. Sia),1248,David Guetta,dance pop,2011,245,67
453,Luv U More - K&A's Radio blast,1249,DJ Paul,electro,2011,232,51
455,Driver's Seat,1250,Sniff 'n' The Tears,classic uk pop,2011,239,54
461,Keep Your Head Up,1251,Ben Howard,british singer-songwriter,2011,265,66
462,Pumped Up Kicks,1252,Foster The People,indie pop,2011,240,84
463,Happiness,1253,Jonathan Jeremiah,dutch indie,2011,182,49
468,I Won' T Let You Down,1254,Road Band,pop,2011,233,33
471,Skinny Love,1255,Birdy,neo mellow,2011,201,75
472,Dust Bowl,1256,Joe Bonamassa,blues rock,2011,273,44
475,Original Sin,1257,INXS,australian rock,2011,319,42
476,Terug Naar De Kust,1258,Maggie MacNeal,nederpop,2011,266,39
477,Georgia on My Mind,1259,Ray Charles,adult standards,2011,215,49
483,Radioactive,1260,Imagine Dragons,modern rock,2012,187,73
484,Video Games - Remastered,1261,Lana Del Rey,art pop,2012,282,55
486,She,1262,Elvis Costello,art rock,2012,188,64
490,Home Again,1263,Kensington,dutch pop,2012,197,44
492,Winter,1264,Tori Amos,art pop,2012,345,19
497,Can't Hold Us - feat. Ray Dalton,1265,Macklemore & Ryan Lewis,dance pop,2012,258,83
501,Flappie,1266,Youp van 't Hek,dutch cabaret,2012,206,52
502,Home Again,1267,Michael Kiwanuka,british soul,2012,212,51
505,Dodenrit,1268,Drs. P,dutch rock,2012,312,34
508,Slapeloze Nachten,1269,The Opposites,dutch hip hop,2012,229,57
509,One Moment in Time,1270,Whitney Houston,dance pop,2012,285,54
513,Follow the Sun,1271,Xavier Rudd,australian indie folk,2012,255,67
515,Clown,1272,Emeli Sandé,dance pop,2012,221,46
519,Little Talks,1273,Of Monsters and Men,folk-pop,2012,267,75
520,Euphoria,1274,Loreen,electropop,2012,214,56
526,Another Love,1275,Tom Odell,modern rock,2013,244,58
529,This Is What It Feels Like,1276,Armin van Buuren,edm,2013,204,65
532,Witch Doctor,1277,De Staat,dutch indie,2013,207,47
533,Diamonds,1278,The Boxer Rebellion,chamber pop,2013,243,35
534,Let Her Go,1279,Passenger,folk-pop,2013,253,76
536,Strong,1280,London Grammar,metropopolis,2013,266,49
537,Layla,1281,Derek & The Dominos,album rock,2013,163,32
538,Pompeii,1282,Bastille,metropopolis,2013,214,70
539,Waves,1283,Mr. Probz,dutch hip hop,2013,174,59
541,All I Want,1284,Kodaline,irish pop,2013,306,72
543,Animals,1285,Martin Garrix,big room,2013,304,65
545,Watermensen,1286,3JS,dutch pop,2013,209,36
546,Sky and Sand,1287,Paul Kalkbrenner,electronica,2013,231,67
549,Story of My Life,1288,One Direction,boy band,2013,245,80
550,Royals,1289,Lorde,art pop,2013,190,79
557,Foolish Games,1290,Jewel,alaska indie,2013,243,41
560,Blurred Lines,1291,Robin Thicke,dance pop,2013,264,76
562,Iron Sky,1292,Paolo Nutini,british soul,2014,373,49
567,Take Me to Church,1293,Hozier,irish singer-songwriter,2014,242,77
568,Une belle histoire,1294,Michel Fugain,chanson,2014,198,40
569,In Your Arms,1295,Chef'Special,dutch indie,2014,215,60
570,Born Slippy (Nuxx),1296,Underworld,alternative dance,2014,456,65
573,"Happy - From ""Despicable Me 2""",1297,Pharrell Williams,dance pop,2014,233,80
574,Calm After The Storm,1298,The Common Linnets,dutch americana,2014,213,52
576,Under The Pressure,1299,The War On Drugs,chamber pop,2014,532,60
580,My Silver Lining,1300,First Aid Kit,stomp and holler,2014,215,64
581,Zandloper,1301,Typhoon,dutch hip hop,2014,280,47
582,Home,1302,Dotan,dutch pop,2014,268,42
584,L'amour Toujours (Small Mix),1303,Gigi D'Agostino,eurodance,2014,242,70
585,"See Me, Feel Me - Single Version",1304,The Who,album rock,2014,217,39
587,Glycerine,1305,Bush,alternative metal,2014,266,65
588,Wit Licht,1306,Jeroen van Koningsbrugge,pop,2014,212,43
592,Stay With Me,1307,Sam Smith,pop,2014,173,84
593,Shake It Off,1308,Taylor Swift,dance pop,2014,219,66
594,Looking Too Closely,1309,Fink,chamber pop,2014,311,63
596,Counting Stars,1310,OneRepublic,dance pop,2014,258,74
597,Time After Time,1311,Cyndi Lauper,dance pop,2014,243,72
598,Sexy Als Ik Dans,1312,Nielson,dutch pop,2014,215,49
601,Shut Up and Dance,1313,WALK THE MOON,indie pop,2014,199,82
603,Promises of No Man's Land,1314,Blaudzun,dutch indie,2014,215,43
604,Let It Go,1315,James Bay,neo mellow,2014,261,74
605,The Sound of Silence,1316,Disturbed,alternative metal,2015,248,75
606,Het Dorp - Live,1317,Wim Sonneveld,dutch cabaret,2015,198,15
609,Dat Ik Je Mis,1318,Maaike Ouboter,dutch pop,2015,256,29
612,Chandelier,1319,Sia,australian dance,2015,216,71
616,Let It Happen,1320,Tame Impala,australian psych,2015,468,76
620,Stressed Out,1321,Twenty One Pilots,modern rock,2015,202,83
622,All I Need - Edit,1322,Air,downtempo,2015,242,41
626,Moondance,1323,Van Morrison,classic rock,2015,272,42
628,"Theme From New York, New York",1324,Frank Sinatra,adult standards,2015,204,68
629,Hold Me,1325,Douwe Bob,dutch americana,2015,230,26
630,Budapest,1326,George Ezra,folk-pop,2015,201,68
633,Tennessee Whiskey,1327,Chris Stapleton,contemporary country,2015,293,78
634,"Oxygene, Pt. 4",1328,Jean-Michel Jarre,laboratorio,2015,247,57
637,Forever Man - 2015 Remaster,1329,Eric Clapton,album rock,2015,192,46
638,Down Man,1330,Brainbox,dutch prog,2015,155,35
639,Liquid Spirit - Claptone Remix,1331,Gregory Porter,contemporary vocal jazz,2015,384,63
640,Living Doll - 2003 Remaster,1332,Cliff Richard & The Drifters,rock-and-roll,2015,157,33
642,Be the One,1333,Dua Lipa,dance pop,2015,203,73
645,Love Yourself,1334,Justin Bieber,canadian pop,2015,234,83
646,Happy Xmas (War Is Over),1335,John Lennon,album rock,2015,212,47
649,Barcelona,1336,Freddie Mercury,glam rock,2016,267,40
650,Leef,1337,André Hazes Jr.,dutch pop,2016,218,62
653,Treur Niet (Ode Aan Het Leven),1338,Diggy Dex,dutch hip hop,2016,225,60
661,You Want It Darker,1339,Leonard Cohen,canadian folk,2016,284,63
663,Once Upon a Time in the West - Main Theme,1340,Ennio Morricone,classic soundtrack,2016,223,54
668,Disco Inferno,1341,The Trammps,disco,2016,214,54
674,The Life I Live,1342,Q'65,dutch prog,2016,204,27
678,Way Down We Go,1343,KALEO,icelandic indie,2016,214,76
679,7 Years,1344,Lukas Graham,danish pop,2016,237,80
680,Forbidden Colours,1345,Ryuichi Sakamoto,compositional ambient,2016,290,28
681,The Book Of Love,1346,Gavin James,neo mellow,2016,177,34
683,Pokémon Theme-New Studio Recording,1347,Jason Paige,pop,2017,197,41
690,Human,1348,Rag'n'Bone Man,neo soul,2017,200,78
691,Het het nog nooit zo donker west,1349,Ede Staal,streektaal,2017,274,28
693,Sign of the Times,1350,Harry Styles,dance pop,2017,341,80
695,Nao ’t Zuuje,1351,Lex Uiting,carnaval limburg,2017,213,41
699,Iederene Hef Een Reden,1352,Bökkers,dutch rock,2017,185,41
700,Everything Now,1353,Arcade Fire,alternative dance,2017,303,66
701,Sorry,1354,Nothing But Thieves,alternative pop rock,2017,215,62
704,Freedom! '90 - Remastered,1355,George Michael,dance rock,2017,391,69
706,Something Just Like This,1356,The Chainsmokers,electropop,2017,247,84
714,Max,1357,Paolo Conte,italian pop,2017,225,25
715,Rapper's Delight,1358,The Sugarhill Gang,east coast hip hop,2017,234,48
717,Love On The Rocks,1359,Neil Diamond,adult standards,2017,262,40
718,Tuesday Afternoon (Forever Afternoon),1360,The Moody Blues,album rock,2017,249,50
724,Leave a Light On,1361,Tom Walker,indie anthem-folk,2017,186,75
726,Lost on You,1362,LP,la pop,2017,268,78
729,Duurt Te Lang,1363,Davina Michelle,dutch pop,2018,154,68
730,I Want To Break Free,1364,Queen,glam rock,2018,223,59
731,September,1365,"Earth, Wind & Fire",disco,2018,215,82
732,Voor Haar,1366,Frans Halsema,dutch rock,2018,172,30
734,Atemlos durch die Nacht,1367,Helene Fischer,german pop,2018,220,38
737,Als Het Avond Is,1368,Suzan & Freek,dutch pop,2018,206,65
746,High Hopes,1369,Panic! At The Disco,baroque pop,2018,191,87
750,You Say,1370,Lauren Daigle,ccm,2018,275,80
752,Someone You Loved,1371,Lewis Capaldi,pop,2018,182,85
753,Banger Hart - Radio Mix,1372,Rob De Nijs,dutch pop,2018,261,16
756,Faded,1373,Alan Walker,electro house,2018,212,80
764,Youngblood,1374,5 Seconds of Summer,boy band,2018,203,84
766,Outlaw In 'Em,1375,Waylon,dutch americana,2018,217,39
768,Skandal im Sperrbezirk,1376,Spider Murphy Gang,austropop,2018,216,26
769,Pain and Misery,1377,The Teskey Brothers,australian americana,2018,241,50
773,Havana (feat. Young Thug),1378,Camila Cabello,dance pop,2018,217,85
775,One Kiss (with Dua Lipa),1379,Calvin Harris,dance pop,2018,215,86
778,In My Blood,1380,Shawn Mendes,canadian pop,2018,211,82
779,Roller Coaster,1381,Danny Vera,dutch americana,2019,270,70
780,Arcade,1382,Duncan Laurence,dutch pop,2019,184,73
781,A Whiter Shade of Pale - Original Single Version,1383,Procol Harum,album rock,2019,249,67
783,The Load-Out - Remastered,1384,Jackson Browne,album rock,2019,335,37
785,Last Christmas,1385,Wham!,dance rock,2019,265,85
787,bad guy,1386,Billie Eilish,electropop,2019,194,95
789,Love Like Blood,1387,Killing Joke,alternative metal,2019,261,37
790,Reünie,1388,Snelle,dutch hip hop,2019,172,71
791,About A Girl - Live Version,1389,Nirvana,alternative rock,2019,218,50
793,Phantom Of The Opera,1390,Floor Jansen,dutch pop,2019,244,56
794,Dance Monkey,1391,Tones and I,australian pop,2019,209,100
798,Despacito,1392,Luis Fonsi,latin,2019,229,80
799,Dancing On My Own,1393,Calum Scott,australian pop,2019,260,28
802,Bridge Over Troubled Water,1394,Simon & Garfunkel,classic rock,1970,293,71
803,Paranoid - 2016 Remaster,1395,Black Sabbath,album rock,1970,168,68
804,Have You Ever Seen The Rain,1396,Creedence Clearwater Revival,album rock,1970,160,71
805,Your Song,1397,Elton John,glam rock,1970,242,77
807,Du,1398,Peter Maffay,classic schlager,1970,298,53
810,Immigrant Song - Remaster,1399,Led Zeppelin,album rock,1970,146,77
812,Our House,1400,"Crosby, Stills, Nash & Young",album rock,1970,180,68
815,Father And Son,1401,Yusuf / Cat Stevens,british folk,1970,221,74
824,Roadhouse Blues,1402,The Doors,album rock,1970,244,73
825,My Sweet Lord,1403,George Harrison,album rock,1970,281,76
826,Memories,1404,Earth & Fire,classic uk pop,1970,201,29
828,Fire and Rain,1405,James Taylor,adult standards,1970,201,73
830,25 or 6 to 4 - 2002 Remaster,1406,Chicago,adult standards,1970,290,64
835,(They Long To Be) Close To You,1407,Carpenters,adult standards,1970,276,60
836,Move On Up,1408,Curtis Mayfield,chicago soul,1970,166,67
837,Tears In The Morning - Remastered 2009,1409,The Beach Boys,baroque pop,1970,251,38
843,Echoes,1410,Pink Floyd,album rock,1971,"1,412",58
844,Vincent,1411,Don McLean,adult standards,1971,243,69
845,Me and Bobby McGee,1412,Janis Joplin,blues rock,1971,271,71
849,Ain't No Sunshine,1413,Bill Withers,classic soul,1971,125,76
852,What's Going On,1414,Marvin Gaye,classic soul,1971,233,69
853,Halo of Flies,1415,Alice Cooper,album rock,1971,502,44
857,One Way Wind,1416,The Cats,classic uk pop,1971,221,54
859,Nothing Rhymed,1417,Gilbert O'Sullivan,adult standards,1971,204,35
861,You've Got a Friend,1418,Carole King,adult standards,1971,309,68
862,Locomotive Breath,1419,Jethro Tull,album rock,1971,266,60
870,Roundabout - 2003 Remaster,1420,Yes,album rock,1971,511,66
871,Maggie May,1421,Rod Stewart,adult standards,1971,350,72
873,After Midnight,1422,J.J. Cale,blues,1971,144,62
874,Give Up Your Guns,1423,The Buoys,alternative pop rock,1971,254,39
888,Take It Easy - 2013 Remaster,1424,Eagles,album rock,1972,212,75
889,A Horse with No Name,1425,America,album rock,1972,252,77
890,Time In A Bottle,1426,Jim Croce,adult standards,1972,148,58
891,Lola - Live,1427,The Kinks,album rock,1972,102,29
892,Easy Livin',1428,Uriah Heep,album rock,1972,157,56
896,You're so Vain,1429,Carly Simon,adult standards,1972,258,75
898,Whiskey In The Jar,1430,Thin Lizzy,album rock,1972,345,63
899,Listen to the Music,1431,The Doobie Brothers,album rock,1972,227,75
904,Sylvia's Mother,1432,Dr. Hook,bubblegum pop,1972,228,58
911,Do It Again,1433,Steely Dan,album rock,1972,357,69
915,Dream On,1434,Aerosmith,album rock,1973,267,78
917,Free Bird,1435,Lynyrd Skynyrd,album rock,1973,559,71
921,La Grange - 2005 Remaster,1436,ZZ Top,album rock,1973,230,74
922,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",1437,John Denver,adult standards,1973,246,64
924,Firth of Fifth - New Stereo Mix,1438,Genesis,album rock,1973,575,41
926,Sebastian - 2012 Remaster,1439,Steve Harley & Cockney Rebel,classic uk pop,1973,421,46
928,Knockin' On Heaven's Door - Remastered,1440,Bob Dylan,album rock,1973,150,74
931,Midnight Train to Georgia,1441,Gladys Knight & The Pips,brill building pop,1973,279,67
933,The Joker,1442,Steve Miller Band,album rock,1973,265,75
937,Merry Xmas Everybody,1443,Slade,album rock,1973,223,76
941,School,1444,Supertramp,album rock,1974,335,63
942,Jolene,1445,Dolly Parton,classic country pop,1974,162,74
945,Waterloo,1446,ABBA,europop,1974,169,58
948,You Are So Beautiful,1447,Joe Cocker,album rock,1974,160,57
952,Autobahn - 2009 Remaster,1448,Kraftwerk,dance rock,1974,"1,367",48
955,The Air That I Breathe - 2008 Remaster,1449,The Hollies,adult standards,1974,257,66
956,Love Is All,1450,Roger Glover,hard rock,1974,197,48
958,Gute Nacht Freunde,1451,Reinhard Mey,german pop,1974,149,46
959,Fox On The Run,1452,Sweet,album rock,1974,208,55
960,You Ain't Seen Nothing Yet,1453,Bachman-Turner Overdrive,album rock,1974,235,69
961,Mandy,1454,Barry Manilow,adult standards,1974,213,69
962,Can't Get It out of My Head,1455,Electric Light Orchestra,album rock,1974,261,51
963,The Way We Were,1456,Barbra Streisand,adult standards,1974,211,59
969,"No Woman, No Cry - Live At The Lyceum, London/1975",1457,Bob Marley & The Wailers,reggae,1975,428,70
972,Landslide,1458,Fleetwood Mac,album rock,1975,199,77
979,Love Hurts,1459,Nazareth,album rock,1975,233,58
984,50 Ways to Leave Your Lover,1460,Paul Simon,classic rock,1975,217,69
985,It's A Long Way There - 2010 Digital Remaster,1461,Little River Band,album rock,1975,525,49
986,Crazy On You,1462,Heart,album rock,1975,293,65
988,Make Me Smile (Come up and See Me) - 2014 Remaster,1463,Steve Harley,classic uk pop,1975,239,63
989,House For Sale,1464,Lucifer,j-core,1975,281,37
992,At Seventeen - Remastered,1465,Janis Ian,classic uk pop,1975,284,48
995,Sex Machine - Pt. 1 & 2,1466,James Brown,funk,1975,715,27
996,Show Me The Way,1467,Peter Frampton,album rock,1975,243,66
998,Love Is The Drug,1468,Roxy Music,album rock,1975,251,60
1005,More Than a Feeling,1469,Boston,album rock,1976,285,78
1006,(Don't Fear) The Reaper,1470,Blue Öyster Cult,album rock,1976,308,75
1014,Carry on Wayward Son,1471,Kansas,album rock,1976,323,75
1019,Tom Traubert's Blues (Four Sheets To The Wind In Copenhagen),1472,Tom Waits,folk,1976,399,52
1023,Blitzkrieg Bop - 2016 Remaster,1473,Ramones,classic rock,1976,134,71
1025,Blinded By The Light,1474,Manfred Mann's Earth Band,album rock,1976,428,61
1030,Theme From Mahogany (Do You Know Where You're Going To) - Single Version,1475,Diana Ross,adult standards,1976,204,49
1032,Paradise By the Dashboard Light,1476,Meat Loaf,album rock,1977,508,67
1036,Whole Lotta Rosie,1477,AC/DC,album rock,1977,334,65
1042,Worn Down Piano,1478,The Mark & Clark Band,classic rock,1977,488,32
1045,Solsbury Hill,1479,Peter Gabriel,album rock,1977,261,60
1048,Lust For Life,1480,Iggy Pop,alternative rock,1977,314,68
1051,Psycho Killer - 2005 Remaster,1481,Talking Heads,alternative rock,1977,261,73
1056,I Feel Love,1482,Donna Summer,dance pop,1977,355,46
1068,Cold as Ice,1483,Foreigner,album rock,1977,201,68
1070,Mannish Boy,1484,Muddy Waters,blues,1977,321,63
1071,I Want You to Want Me,1485,Cheap Trick,album rock,1977,191,70
1073,God Save the Queen,1486,Sex Pistols,punk,1977,200,51
1074,La vie en rose,1487,Grace Jones,art rock,1977,448,58
1075,Spanish Stroll,1488,Mink DeVille,dutch rock,1977,220,47
1076,Le Freak - 2018 Remaster,1489,CHIC,disco,1977,331,69
1078,Isn't It Time,1490,The Babys,album rock,1977,244,49
1082,Sultans of Swing,1491,Dire Straits,album rock,1978,350,66
1085,Wuthering Heights,1492,Kate Bush,art pop,1978,269,68
1087,Roxanne,1493,The Police,album rock,1978,192,78
1088,Hold the Line,1494,TOTO,album rock,1978,236,75
